timestamp,heart_rate,heart_rmssd
1595402534000,69,36
1595402834000,70,27
1595403134000,71,27
1595403434000,71,25
1595403734000,71,19
1595404034000,72,23
1595404334000,74,20
1595404634000,73,21
1595404934000,74,19
1595405234000,0,0
1595405534000,0,0
1595405834000,73,19
1595406134000,73,17
1595406434000,72,17
1595406734000,71,17
1595407034000,71,17
1595407334000,70,19
1595407634000,70,19
1595407934000,70,19
1595408234000,67,30
1595408534000,66,26
1595408834000,67,28
1595409134000,67,28
1595409434000,68,23
1595409734000,68,30
1595410034000,76,16
1595410334000,78,13
1595410634000,76,15
1595410934000,71,23
1595411234000,68,22
1595411534000,67,28
1595411834000,66,28
1595412134000,66,33
1595412434000,65,33
1595412734000,66,33
1595413034000,65,33
1595413334000,64,37
1595413634000,66,42
1595413934000,67,37
1595414234000,65,30
1595414534000,66,33
1595414834000,69,26
1595415134000,71,22
1595415434000,67,29
1595415734000,65,31
1595416034000,64,31
1595416334000,62,49
1595416634000,60,40
1595416934000,59,45
1595417234000,60,47
1595417534000,59,51
1595417834000,58,48
1595418134000,59,52
1595418434000,58,56
1595418734000,57,49
1595419034000,57,55
1595419334000,57,55
1595419634000,57,65
1595419934000,57,63
1595420234000,59,70
1595420534000,60,77
1595420834000,61,62
1595421134000,67,40
1595421434000,64,60
1595421734000,62,64
1595422034000,59,60
1595422334000,62,53
1595422634000,59,64
1595422934000,60,43
1595423234000,60,40
1595423534000,59,45
1595423834000,59,47
1595424134000,59,50
1595424434000,59,54
1595424734000,59,53
1595425034000,59,50
1595425334000,59,52
1595425634000,60,47
1595425934000,63,50
1595426234000,60,60
1595426534000,58,56
1595426834000,58,58
1595427134000,58,66
1595427434000,61,61
1595427734000,61,64
1595428034000,66,54
1595428334000,62,56
1595428634000,64,51
1595428934000,59,85
1595429234000,61,80
1595429534000,61,71
1595429834000,64,49
1595505612000,0,0
1595505912000,0,0
1595506212000,0,0
1595506512000,0,0
1595506812000,66,41
1595507112000,64,41
1595507412000,63,32
1595507712000,62,32
1595508012000,62,39
1595508312000,61,39
1595508612000,62,38
1595508912000,62,37
1595509212000,62,39
1595509512000,63,36
1595509812000,62,40
1595510112000,64,38
1595510412000,69,32
1595510712000,68,29
1595511012000,67,31
1595511312000,65,39
1595511612000,65,37
1595511912000,66,39
1595512212000,66,30
1595512512000,65,33
1595512812000,64,36
1595513112000,64,35
1595513412000,64,34
1595513712000,64,38
1595514012000,61,58
1595514312000,58,53
1595514612000,59,54
1595514912000,59,58
1595515212000,57,52
1595515512000,57,53
1595515812000,57,50
1595516112000,58,55
1595516412000,61,48
1595516712000,61,38
1595517012000,61,40
1595517312000,61,48
1595517612000,59,48
1595517912000,59,45
1595518212000,58,59
1595518512000,57,58
1595518812000,58,56
1595519112000,58,61
1595519412000,58,62
1595519712000,57,81
1595520012000,57,78
1595520312000,61,48
1595520612000,59,65
1595520912000,62,61
1595521212000,59,69
1595521512000,59,69
1595521812000,60,62
1595522112000,60,56
1595522412000,62,56
1595522712000,60,53
1595523012000,59,64
1595523312000,58,61
1595523612000,59,55
1595523912000,58,47
1595524212000,58,50
1595524512000,58,52
1595524812000,59,56
1595525112000,56,54
1595525412000,56,61
1595525712000,55,81
1595526012000,56,75
1595526312000,58,68
1595526612000,0,0
1595526912000,0,0
1595527212000,56,90
1595527512000,56,71
1595527812000,56,67
1595528112000,56,68
1595528412000,55,79
1595584383000,69,39
1595584683000,68,42
1595584983000,67,41
1595585283000,68,41
1595585583000,68,37
1595585883000,67,38
1595586183000,66,41
1595586483000,63,43
1595586783000,62,55
1595587083000,62,59
1595587383000,63,68
1595587683000,62,67
1595587983000,62,73
1595588283000,61,64
1595588583000,61,42
1595588883000,62,43
1595589183000,65,34
1595589483000,66,35
1595589783000,64,44
1595590083000,64,37
1595590383000,64,31
1595590683000,62,39
1595590983000,62,40
1595591283000,61,41
1595591583000,61,45
1595591883000,61,44
1595592183000,61,46
1595592483000,61,56
1595592783000,60,47
1595593083000,60,47
1595593383000,61,56
1595593683000,58,62
1595593983000,60,59
1595594283000,62,51
1595594583000,61,51
1595594883000,60,55
1595595183000,59,73
1595595483000,59,71
1595595783000,58,69
1595596083000,59,62
1595596383000,60,56
1595596683000,61,45
1595596983000,60,47
1595597283000,60,50
1595597583000,58,58
1595597883000,58,55
1595598183000,58,51
1595598483000,58,55
1595598783000,58,55
1595599083000,58,68
1595599383000,57,69
1595599683000,57,59
1595599983000,56,89
1595600283000,52,84
1595600583000,54,106
1595600883000,53,100
1595601183000,56,98
1595601483000,55,105
1595601783000,51,90
1595602083000,54,87
1595602383000,55,86
1595602683000,50,104
1595602983000,57,84
1595603283000,59,58
1595603583000,58,70
1595603883000,59,58
1595604183000,60,63
1595604483000,59,61
1595604783000,60,64
1595605083000,0,0
1595605383000,53,82
1595605683000,52,79
1595605983000,53,87
1595606283000,53,84
1595606583000,53,92
1595606883000,54,91
1595607183000,54,91
1595607483000,55,83
1595607783000,55,96
1595608083000,54,85
1595608383000,54,78
1595608683000,56,78
1595608983000,60,53
1595669547000,67,48
1595669847000,63,33
1595670147000,61,38
1595670447000,63,39
1595670747000,64,32
1595671047000,63,29
1595671347000,64,28
1595671647000,65,30
1595671947000,66,27
1595672247000,66,23
1595672547000,66,24
1595672847000,68,24
1595673147000,70,19
1595673447000,69,21
1595673747000,69,20
1595674047000,71,29
1595674347000,67,26
1595674647000,67,27
1595674947000,66,29
1595675247000,65,29
1595675547000,65,32
1595675847000,64,34
1595676147000,63,37
1595676447000,62,39
1595676747000,62,42
1595677047000,60,49
1595677347000,61,46
1595677647000,60,57
1595677947000,62,41
1595678247000,65,34
1595678547000,65,32
1595678847000,64,41
1595679147000,61,54
1595679447000,60,58
1595679747000,61,56
1595680047000,61,48
1595680347000,61,45
1595680647000,61,44
1595680947000,60,45
1595681247000,61,45
1595681547000,58,44
1595681847000,58,43
1595682147000,58,44
1595682447000,62,58
1595682747000,57,59
1595683047000,55,53
1595683347000,55,56
1595683647000,55,60
1595683947000,55,59
1595684247000,55,57
1595684547000,57,56
1595684847000,57,65
1595685147000,58,61
1595685447000,0,0
1595685747000,53,77
1595686047000,53,99
1595686347000,55,75
1595686647000,57,67
1595686947000,57,62
1595687247000,56,91
1595687547000,56,70
1595687847000,58,71
1595688147000,57,68
1595688447000,58,70
1595688747000,59,58
1595689047000,58,78
1595689347000,58,72
1595689647000,58,69
1595689947000,55,82
1595690247000,55,69
1595690547000,55,82
1595690847000,56,78
1595691147000,60,82
1595691447000,59,83
1595691747000,58,74
1595692047000,58,84
1595692347000,60,68
1595692647000,61,60
1595692947000,63,68
1595693247000,59,59
1595693547000,59,60
1595693847000,62,59
1595694147000,61,55
1595694447000,61,61
1595694747000,60,62
1595695047000,0,0
1595754260000,64,33
1595754560000,62,38
1595754860000,62,32
1595755160000,62,33
1595755460000,62,32
1595755760000,63,31
1595756060000,63,32
1595756360000,63,28
1595756660000,63,29
1595756960000,64,31
1595757260000,63,33
1595757560000,66,25
1595757860000,65,29
1595758160000,64,29
1595758460000,63,30
1595758760000,65,33
1595759060000,61,40
1595759360000,58,43
1595759660000,57,46
1595759960000,56,53
1595760260000,56,58
1595760560000,56,62
1595760860000,56,61
1595761160000,55,60
1595761460000,54,69
1595761760000,59,59
1595762060000,64,43
1595762360000,64,34
1595762660000,62,50
1595762960000,61,43
1595763260000,60,42
1595763560000,60,41
1595763860000,59,47
1595764160000,58,47
1595764460000,59,46
1595764760000,60,48
1595765060000,58,54
1595765360000,59,56
1595765660000,59,53
1595765960000,57,50
1595766260000,58,50
1595766560000,58,47
1595766860000,58,50
1595767160000,62,46
1595767460000,58,43
1595767760000,58,41
1595768060000,58,45
1595768360000,64,38
1595768660000,70,18
1595768960000,64,37
1595769260000,65,35
1595769560000,62,49
1595769860000,60,53
1595770160000,58,65
1595770460000,57,64
1595770760000,58,72
1595771060000,59,57
1595771360000,59,57
1595771660000,58,59
1595771960000,60,54
1595772260000,60,49
1595772560000,62,47
1595772860000,62,43
1595773160000,62,37
1595773460000,62,39
1595773760000,62,39
1595774060000,62,43
1595774360000,62,46
1595774660000,65,32
1595774960000,64,39
1595775260000,65,38
1595775560000,65,47
1595775860000,64,34
1595776160000,64,38
1595776460000,65,37
1595776760000,64,31
1595777060000,65,29
1595777360000,66,26
1595777660000,69,26
1595777960000,69,58
1595843129000,70,24
1595843429000,69,27
1595843729000,69,28
1595844029000,67,30
1595844329000,67,31
1595844629000,66,33
1595844929000,66,35
1595845229000,65,37
1595845529000,65,37
1595845829000,63,40
1595846129000,63,41
1595846429000,67,32
1595846729000,67,31
1595847029000,65,36
1595847329000,63,42
1595847629000,65,34
1595847929000,64,30
1595848229000,63,35
1595848529000,63,33
1595848829000,62,36
1595849129000,62,38
1595849429000,61,40
1595849729000,61,46
1595850029000,61,41
1595850329000,64,41
1595850629000,72,23
1595850929000,69,39
1595851229000,67,44
1595851529000,65,36
1595851829000,65,40
1595852129000,63,43
1595852429000,62,46
1595852729000,62,46
1595853029000,60,57
1595853329000,59,63
1595853629000,62,60
1595853929000,59,59
1595854229000,59,46
1595854529000,59,51
1595854829000,60,50
1595855129000,59,51
1595855429000,64,62
1595855729000,59,63
1595856029000,57,61
1595856329000,57,70
1595856629000,58,61
1595856929000,58,55
1595857229000,58,57
1595857529000,58,62
1595857829000,58,81
1595858129000,62,52
1595858429000,62,46
1595858729000,63,44
