timestamp,heart_rate,heart_rmssd
1599982760000,95,15
1599983060000,93,18
1599983360000,92,16
1599983660000,90,18
1599983960000,90,19
1599984260000,90,19
1599984560000,92,19
1599984860000,93,19
1599985160000,84,22
1599985460000,83,22
1599985760000,83,19
1599986060000,82,22
1599986360000,83,21
1599986660000,83,20
1599986960000,85,23
1599987260000,86,18
1599987560000,85,19
1599987860000,86,16
1599988160000,86,25
1599988460000,86,19
1599988760000,87,17
1599989060000,87,18
1599989360000,87,17
1599989660000,86,18
1599989960000,82,22
1599990260000,87,20
1599990560000,0,0
1599990860000,0,0
1599991160000,0,0
1599991460000,0,0
1599991760000,0,0
1599992060000,0,0
1599992360000,0,0
1599992660000,0,0
1599992960000,0,0
1599993260000,0,0
1599993560000,0,0
1599993860000,0,0
1599994160000,0,0
1599994460000,0,0
1599994760000,0,0
1599995060000,0,0
1599995360000,0,0
1599995660000,0,0
1599995960000,93,16
1599996260000,103,18
1599996560000,0,0
1599996860000,82,17
1599997160000,80,22
1599997460000,81,19
1599997760000,81,32
1599998060000,76,28
1599998360000,78,21
1599998660000,79,20
1599998960000,78,21
1599999260000,79,18
1599999560000,78,25
1599999860000,79,36
1600000160000,81,28
1600000460000,79,33
1600000760000,80,30
1600001060000,80,33
1600001360000,80,32
1600001660000,78,25
1600001960000,77,24
1600002260000,76,20
1600002560000,76,24
1600002860000,77,21
1600003160000,77,32
1600003460000,79,26
1600003760000,78,27
1600004060000,78,24
1600004360000,79,25
1600004660000,79,27
1600004960000,79,28
1600005260000,79,23
1600005560000,78,29
1600005860000,79,29
1600006160000,80,22
1600006460000,76,37
1600006760000,73,35
1600007060000,74,27
1600007360000,74,20
1600007660000,76,20
1600007960000,71,40
1600008260000,76,30
1600008560000,75,29
1600008860000,82,20
1600009160000,83,16
1600082971000,82,18
1600083271000,80,22
1600083571000,80,21
1600083871000,79,25
1600084171000,79,26
1600084471000,78,26
1600084771000,79,28
1600085071000,77,29
1600085371000,76,32
1600085671000,73,41
1600085971000,71,51
1600086271000,76,39
1600086571000,78,18
1600086871000,75,27
1600087171000,76,33
1600087471000,77,28
1600087771000,77,34
1600088071000,76,38
1600088371000,77,34
1600088671000,78,34
1600088971000,77,40
1600089271000,77,33
1600089571000,79,33
1600089871000,79,31
1600090171000,79,31
1600090471000,79,36
1600090771000,76,31
1600091071000,73,32
1600091371000,76,17
1600091671000,77,20
1600091971000,76,20
1600092271000,78,17
1600092571000,78,19
1600092871000,76,18
1600093171000,76,18
1600093471000,75,20
1600093771000,75,23
1600094071000,74,25
1600094371000,74,23
1600094671000,75,21
1600094971000,75,24
1600095271000,77,27
1600095571000,77,34
1600095871000,77,30
1600096171000,75,31
1600096471000,73,27
1600096771000,73,26
1600097071000,74,18
1600097371000,72,25
1600097671000,74,27
1600097971000,75,23
1600098271000,73,26
1600098571000,75,30
1600098871000,0,0
1600153988000,101,11
1600154288000,98,15
1600154588000,97,16
1600154888000,96,17
1600155188000,95,17
1600155488000,94,18
1600155788000,94,18
1600156088000,93,20
1600156388000,92,19
1600156688000,91,21
1600156988000,94,23
1600157288000,0,0
1600157588000,0,0
1600157888000,0,0
1600158188000,0,0
1600158488000,95,16
1600158788000,95,18
1600159088000,94,19
1600159388000,93,19
1600159688000,88,34
1600159988000,86,28
1600160288000,86,22
1600160588000,86,28
1600160888000,87,21
1600161188000,87,24
1600161488000,86,25
1600161788000,87,24
1600162088000,88,20
1600162388000,89,20
1600162688000,89,21
1600162988000,88,22
1600163288000,88,28
1600163588000,89,15
1600163888000,90,15
1600164188000,88,16
1600164488000,87,16
1600164788000,90,23
1600165088000,89,26
1600165388000,89,27
1600165688000,87,34
1600165988000,83,25
1600166288000,84,24
1600166588000,85,22
1600166888000,84,26
1600167188000,85,24
1600167488000,86,25
1600167788000,81,39
1600168088000,82,18
1600168388000,79,22
1600168688000,79,24
1600168988000,77,26
1600169288000,77,29
1600169588000,81,27
1600169888000,84,23
1600170188000,82,30
1600170488000,81,35
1600170788000,82,34
1600171088000,82,36
1600171388000,83,35
1600171688000,83,33
1600171988000,83,33
1600172288000,83,31
1600172588000,81,34
1600172888000,83,18
1600173188000,80,26
1600173488000,80,22
1600173788000,79,34
1600174088000,79,26
1600174388000,76,34
1600174688000,78,27
1600174988000,79,25
1600175288000,79,26
1600175588000,79,24
1600175888000,78,25
1600176188000,74,41
1600176488000,76,32
1600176788000,75,32
1600177088000,0,0
1600177388000,76,45
1600177688000,75,47
1600177988000,76,34
1600178288000,75,32
1600178588000,78,24
1600178888000,78,42
1600179188000,0,0
1600246765000,89,17
1600247065000,87,20
1600247365000,88,20
1600247665000,88,21
1600247965000,88,22
1600248265000,86,25
1600248565000,87,23
1600248865000,86,24
1600249165000,87,21
1600249465000,87,34
1600249765000,88,22
1600250065000,90,17
1600250365000,88,19
1600250665000,83,30
1600250965000,82,37
1600251265000,81,31
1600251565000,80,34
1600251865000,80,33
1600252165000,82,30
1600252465000,81,33
1600252765000,82,31
1600253065000,82,35
1600253365000,80,39
1600253665000,85,26
1600253965000,87,17
