timestamp,heart_rate,heart_rmssd
1584168649000,68,44
1584168949000,66,43
1584169249000,62,43
1584169549000,62,43
1584169849000,62,41
1584170149000,63,36
1584170449000,63,37
1584170749000,64,35
1584171049000,64,33
1584171349000,63,54
1584171649000,64,32
1584171949000,65,28
1584172249000,65,32
1584172549000,65,44
1584172849000,69,28
1584173149000,67,37
1584173449000,66,32
1584173749000,67,30
1584174049000,62,43
1584174349000,65,31
1584174649000,67,31
1584174949000,65,34
1584175249000,64,28
1584175549000,67,34
1584175849000,68,31
1584176149000,68,33
1584176449000,68,33
1584176749000,69,36
1584177049000,68,33
1584177349000,68,33
1584177649000,69,30
1584177949000,68,35
1584178249000,65,31
1584178549000,67,30
1584178849000,64,40
1584179149000,66,36
1584179449000,67,27
1584179749000,67,30
1584180049000,66,28
1584180349000,69,26
1584180649000,69,28
1584180949000,69,30
1584181249000,69,32
1584181549000,69,30
1584181849000,69,30
1584182149000,68,34
1584182449000,66,47
1584182749000,65,38
1584183049000,66,34
1584183349000,65,49
1584183649000,67,37
1584183949000,67,50
1584184249000,69,27
1584184549000,72,27
1584184849000,70,37
1584185149000,66,36
1584185449000,66,34
1584185749000,67,28
1584186049000,68,24
1584186349000,66,26
1584186649000,68,24
1584186949000,65,35
1584187249000,66,30
1584187549000,67,27
1584187849000,66,43
1584188149000,63,43
1584188449000,65,53
1584188749000,67,36
1584189049000,65,43
1584189349000,68,32
1584189649000,63,52
1584189949000,66,42
1584190249000,67,36
1584190549000,66,37
1584190849000,69,29
1584191149000,68,30
1584191449000,66,38
1584191749000,67,33
1584192049000,67,25
1584192349000,67,30
1584192649000,65,40
1584192949000,65,31
1584193249000,65,41
1584193549000,63,46
1584193849000,64,47
1584194149000,65,41
1584194449000,64,48
1584194749000,68,35
1584195049000,67,43
1584195349000,66,43
1584195649000,68,36
1584195949000,67,32
1584196249000,68,32
1584196549000,67,39
1584196849000,67,39
1584197149000,68,34
1584197449000,67,34
1584197749000,67,40
1584198049000,66,52
1584198349000,76,34
1584198649000,0,0
1584198949000,85,16
1584199249000,79,24
1584199549000,75,0
1584199849000,77,20
1584200149000,76,22
1584200449000,74,24
1584200749000,74,30
1584201049000,73,30
1584201349000,73,31
1584201649000,74,27
1584262206000,0,0
1584262506000,0,0
1584262806000,0,0
1584263106000,71,0
1584263406000,69,0
1584263706000,0,0
1584264006000,70,0
1584264306000,71,48
1584264606000,71,43
1584264906000,72,41
1584265206000,73,39
1584265506000,74,37
1584265806000,73,34
1584266106000,72,21
1584266406000,70,18
1584266706000,73,18
1584267006000,74,22
1584267306000,74,21
1584267606000,75,17
1584267906000,70,29
1584268206000,71,22
1584268506000,73,18
1584268806000,73,23
1584269106000,72,29
1584269406000,73,23
1584269706000,72,24
1584270006000,70,26
1584270306000,71,19
1584270606000,71,19
1584270906000,71,29
1584271206000,70,18
1584271506000,70,18
1584271806000,71,18
1584272106000,69,30
1584272406000,68,29
1584272706000,66,41
1584273006000,70,24
1584273306000,66,0
1584273606000,68,0
1584273906000,0,0
1584274206000,0,0
1584274506000,0,0
1584274806000,65,23
1584275106000,67,0
1584275406000,0,0
1584275706000,0,0
1584276006000,0,0
1584276306000,0,0
1584276606000,0,0
1584276906000,0,0
1584277206000,65,57
1584277506000,63,43
1584277806000,64,42
1584278106000,65,42
1584278406000,65,46
1584278706000,66,39
1584279006000,68,35
1584279306000,67,49
1584279606000,64,49
1584279906000,66,42
1584280206000,64,53
1584280506000,69,40
1584280806000,68,48
1584281106000,70,26
1584281406000,68,33
1584281706000,69,37
1584282006000,70,26
1584282306000,68,35
1584282606000,64,39
1584282906000,69,18
1584283206000,69,16
1584283506000,68,22
1584283806000,69,20
1584284106000,69,22
1584284406000,68,23
1584284706000,69,21
1584285006000,69,21
1584285306000,66,41
1584285606000,67,35
1584285906000,67,32
1584286206000,67,38
1584286506000,67,35
1584286806000,67,24
1584287106000,67,32
1584287406000,66,31
1584287706000,66,33
1584288006000,67,40
1584288306000,67,40
1584288606000,73,36
1584288906000,73,0
1584289206000,0,0
1584289506000,69,34
1584289806000,70,32
1584290106000,72,26
1584290406000,72,25
1584290706000,70,30
1584291006000,70,26
1584291306000,68,30
1584291606000,67,47
1584291906000,66,59
1584292206000,65,55
1584292506000,67,44
1584292806000,67,46
1584293106000,66,49
1584293406000,71,0
1584293706000,71,0
1584294006000,0,0
1584294306000,0,0
1584294606000,0,0
1584294906000,0,0
1584295206000,0,0
1584295506000,0,0
1584295806000,67,39
1584296106000,70,37
1584296406000,73,32
1584296706000,70,36
1584297006000,70,39
1584297306000,71,34
1584297606000,74,25
1584297906000,71,34
1584298206000,72,32
1584298506000,72,37
1584298806000,0,0
1584299106000,77,24
1584299406000,82,19
1584299706000,84,17
1584300006000,84,23
1584300306000,80,0
1584300606000,0,0
1584300906000,82,0
1584348091000,0,0
1584348391000,0,0
1584348691000,0,0
1584348991000,0,0
1584349291000,0,0
1584349591000,0,0
1584349891000,0,0
1584350191000,0,0
1584350491000,0,0
1584350791000,0,0
1584351091000,0,0
1584351391000,63,0
1584351691000,67,36
1584351991000,68,37
1584352291000,66,38
1584352591000,67,42
1584352891000,67,46
1584353191000,69,34
1584353491000,68,44
1584353791000,66,36
1584354091000,66,27
1584354391000,66,44
1584354691000,66,41
1584354991000,68,41
1584355291000,68,45
1584355591000,68,43
1584355891000,69,43
1584356191000,70,38
1584356491000,69,39
1584356791000,69,43
1584357091000,69,27
1584357391000,68,48
1584357691000,69,44
1584357991000,70,26
1584358291000,66,49
1584358591000,66,41
1584358891000,70,32
1584359191000,72,18
1584359491000,69,0
1584359791000,0,0
1584360091000,71,32
1584360391000,70,40
1584360691000,69,39
1584360991000,68,0
1584361291000,68,0
1584361591000,0,0
1584361891000,66,32
1584362191000,68,38
1584362491000,70,0
1584362791000,69,44
1584363091000,71,43
1584363391000,66,44
1584363691000,67,30
1584363991000,67,22
1584364291000,67,25
1584364591000,67,0
1584364891000,69,0
1584365191000,69,39
1584365491000,69,38
1584365791000,0,0
1584366091000,68,48
1584366391000,67,45
1584366691000,68,46
1584366991000,67,50
1584367291000,68,40
1584367591000,68,37
1584367891000,70,37
1584368191000,66,50
1584368491000,66,0
1584368791000,64,0
1584369091000,0,0
1584369391000,0,0
1584369691000,67,43
1584369991000,67,31
1584370291000,0,0
1584370591000,67,0
1584370891000,66,0
1584371191000,68,46
1584371491000,69,39
1584371791000,70,38
1584372091000,65,49
1584372391000,65,49
1584372691000,68,35
1584372991000,69,38
1584373291000,66,51
1584373591000,69,46
1584373891000,67,0
1584374191000,0,0
1584439939000,0,0
1584440239000,0,0
1584440539000,0,0
1584440839000,0,0
1584441139000,0,0
1584441439000,67,0
1584441739000,0,0
1584442039000,0,0
1584442339000,0,0
1584442639000,63,0
1584442939000,63,34
1584443239000,64,29
1584443539000,66,45
1584443839000,66,0
1584444139000,67,40
1584444439000,67,40
1584444739000,69,37
1584445039000,64,44
1584445339000,68,32
1584445639000,71,19
1584445939000,70,28
1584446239000,66,34
1584446539000,68,32
1584446839000,66,44
1584447139000,69,30
1584447439000,67,35
1584447739000,67,44
1584448039000,71,20
1584448339000,67,30
1584448639000,67,37
1584448939000,67,36
1584449239000,69,24
1584449539000,69,25
1584449839000,69,21
1584450139000,68,27
1584450439000,71,21
1584450739000,69,20
1584451039000,69,28
1584451339000,70,21
1584451639000,67,31
1584451939000,68,24
1584452239000,67,37
1584452539000,64,0
1584452839000,66,38
1584453139000,66,44
1584453439000,65,62
1584453739000,68,43
1584454039000,69,32
1584454339000,70,20
1584454639000,67,35
1584454939000,70,16
1584455239000,69,17
1584455539000,69,24
1584455839000,66,41
1584456139000,64,52
1584456439000,65,0
1584456739000,69,39
1584457039000,75,0
1584457339000,0,0
1584457639000,72,0
1584457939000,75,26
1584458239000,72,26
1584458539000,71,36
1584458839000,67,39
1584459139000,67,45
1584459439000,66,40
1584459739000,63,43
1584460039000,63,39
1584460339000,65,50
1584460639000,67,47
1584460939000,68,44
1584461239000,71,32
1584461539000,70,42
1584461839000,72,28
1584462139000,76,15
1584462439000,68,43
1584462739000,67,32
1584463039000,70,27
1584463339000,69,26
1584463639000,71,16
1584463939000,70,17
1584464239000,71,17
1584464539000,67,46
1584464839000,66,34
1584465139000,67,25
1584465439000,67,28
1584465739000,68,34
1584466039000,68,32
1584466339000,69,21
1584466639000,68,28
1584466939000,68,42
1584467239000,66,48
1584467539000,70,32
1584467839000,70,41
1584468139000,0,0
1584468439000,79,0
1584468739000,0,0
1584469039000,0,0
1584469339000,0,0
1584469639000,73,32
1584469939000,76,0
1584470239000,0,0
1584470539000,0,0
1584470839000,72,29
1584519569000,0,0
1584519869000,0,0
1584520169000,0,0
1584520469000,67,52
1584520769000,64,57
1584521069000,64,41
1584521369000,66,50
1584521669000,66,47
1584521969000,66,44
1584522269000,67,43
1584522569000,68,39
1584522869000,69,37
1584523169000,67,34
1584523469000,68,27
1584523769000,72,18
1584524069000,73,16
1584524369000,74,16
1584524669000,71,25
1584524969000,71,24
1584525269000,70,31
1584525569000,67,28
1584525869000,67,23
1584526169000,67,29
1584526469000,68,25
1584526769000,68,27
1584527069000,68,26
1584527369000,68,28
1584527669000,69,25
1584527969000,68,26
1584528269000,68,30
1584528569000,66,20
1584528869000,66,29
1584529169000,67,26
1584529469000,67,27
1584529769000,66,30
1584530069000,67,39
1584530369000,68,37
1584530669000,66,47
1584530969000,64,48
1584531269000,67,41
1584531569000,0,0
1584531869000,68,37
1584532169000,68,38
1584532469000,68,30
1584532769000,69,25
1584533069000,69,29
1584533369000,67,29
1584533669000,69,37
1584533969000,66,27
1584534269000,67,22
1584534569000,70,25
1584534869000,69,16
1584535169000,71,17
1584535469000,67,22
1584535769000,70,18
1584536069000,68,37
1584536369000,66,31
1584536669000,71,16
1584536969000,68,20
1584537269000,68,27
1584537569000,69,22
1584537869000,67,31
1584538169000,70,17
1584538469000,71,16
1584538769000,70,22
1584539069000,70,30
1584539369000,67,20
1584539669000,66,33
1584539969000,66,31
1584540269000,68,20
1584540569000,68,25
1584540869000,68,32
1584541169000,68,29
1584541469000,67,32
1584541769000,70,27
1584542069000,70,35
1584542369000,0,0
1584542669000,69,0
1584542969000,67,20
1584543269000,67,26
1584543569000,67,28
1584543869000,65,33
1584544169000,65,26
1584544469000,67,23
1584544769000,66,31
1584545069000,65,41
1584545369000,66,42
1584545669000,69,32
1584545969000,76,0
1584546269000,71,21
1584546569000,69,17
1584546869000,67,30
1584547169000,65,35
1584547469000,68,26
1584547769000,65,38
1584548069000,64,52
1584548369000,66,42
1584548669000,68,39
1584548969000,67,36
1584549269000,67,36
1584549569000,67,41
1584549869000,67,40
1584550169000,69,34
1584550469000,70,31
1584550769000,69,32
1584551069000,69,35
1584551369000,71,35
1584551669000,71,36
1584551969000,70,39
1584552269000,66,46
1584552569000,66,41
1584552869000,68,34
