timestamp,heart_rate,heart_rmssd
1594980511000,0,0
1594980811000,73,45
1594981111000,70,63
1594981411000,65,68
1594981711000,65,57
1594982011000,66,52
1594982311000,67,44
1594982611000,68,47
1594982911000,68,44
1594983211000,69,46
1594983511000,68,49
1594983811000,68,48
1594984111000,68,52
1594984411000,71,46
1594984711000,71,41
1594985011000,69,45
1594985311000,72,40
1594985611000,72,37
1594985911000,70,42
1594986211000,65,46
1594986511000,64,50
1594986811000,63,46
1594987111000,63,52
1594987411000,62,56
1594987711000,62,55
1594988011000,62,54
1594988311000,62,68
1594988611000,59,58
1594988911000,60,61
1594989211000,64,68
1594989511000,65,51
1594989811000,69,35
1594990111000,67,52
1594990411000,65,57
1594990711000,65,48
1594991011000,66,56
1594991311000,64,56
1594991611000,65,61
1594991911000,64,62
1594992211000,65,58
1594992511000,66,65
1594992811000,62,68
1594993111000,61,67
1594993411000,62,76
1594993711000,60,73
1594994011000,61,64
1594994311000,59,72
1594994611000,60,69
1594994911000,60,63
1594995211000,60,71
1594995511000,59,61
1594995811000,59,59
1594996111000,61,66
1594996411000,62,51
1594996711000,65,42
1594997011000,67,38
1594997311000,62,64
1594997611000,59,72
1594997911000,58,73
1594998211000,58,66
1594998511000,58,72
1594998811000,57,76
1594999111000,58,80
1594999411000,59,75
1594999711000,59,72
1595000011000,59,78
1595000311000,61,61
1595000611000,65,53
1595000911000,65,49
1595001211000,66,43
1595001511000,66,61
1595001811000,65,76
1595002111000,57,90
1595002411000,53,108
1595002711000,52,96
1595003011000,52,91
1595003311000,53,75
1595003611000,53,71
1595003911000,53,94
1595004211000,53,83
1595004511000,53,81
1595004811000,54,78
1595005111000,56,73
1595005411000,58,69
1595005711000,60,57
1595006011000,58,71
1595006311000,59,66
1595006611000,60,85
1595006911000,65,69
1595007211000,58,78
1595007511000,55,104
1595068648000,79,41
1595068948000,87,27
1595069248000,74,56
1595069548000,81,33
1595069848000,72,54
1595070148000,67,61
1595070448000,66,59
1595070748000,67,55
1595071048000,67,56
1595071348000,68,62
1595071648000,67,66
1595071948000,68,69
1595072248000,68,64
1595072548000,68,58
1595072848000,71,45
1595073148000,72,50
1595073448000,72,43
1595073748000,74,34
1595074048000,74,35
1595074348000,72,36
1595074648000,74,30
1595074948000,71,39
1595075248000,69,38
1595075548000,68,40
1595075848000,66,42
1595076148000,67,39
1595076448000,67,45
1595076748000,66,48
1595077048000,65,41
1595077348000,65,49
1595077648000,65,48
1595077948000,65,54
1595078248000,65,51
1595078548000,68,35
1595078848000,72,33
1595079148000,67,50
1595079448000,67,44
1595079748000,63,51
1595080048000,62,54
1595080348000,61,62
1595080648000,60,59
1595080948000,60,61
1595081248000,59,55
1595081548000,59,59
1595081848000,62,65
1595082148000,59,51
1595082448000,58,56
1595082748000,57,78
1595083048000,58,63
1595083348000,62,64
1595083648000,69,42
1595083948000,69,40
1595084248000,72,30
1595084548000,65,49
1595084848000,60,60
1595085148000,59,62
1595085448000,59,66
1595085748000,55,72
1595086048000,55,80
1595086348000,61,93
1595086648000,0,0
1595086948000,61,97
1595087248000,65,94
1595087548000,59,77
1595087848000,56,76
1595088148000,56,80
1595088448000,56,78
1595088748000,56,81
1595089048000,55,83
1595089348000,57,91
1595089648000,59,90
1595089948000,63,87
1595090248000,59,94
1595090548000,59,128
1595090848000,61,103
1595091148000,63,85
