timestamp,heart_rate,heart_rmssd
1581498989000,92,29
1581499289000,96,16
1581499589000,91,19
1581499889000,85,17
1581500189000,80,25
1581500489000,79,19
1581500789000,79,19
1581501089000,80,19
1581501389000,81,23
1581501689000,82,20
1581501989000,80,29
1581502289000,77,31
1581502589000,78,21
1581502889000,76,32
1581503189000,74,33
1581503489000,76,22
1581503789000,77,32
1581504089000,75,27
1581504389000,75,31
1581504689000,73,34
1581504989000,73,29
1581505289000,75,27
1581505589000,74,37
1581505889000,79,19
1581506189000,77,20
1581506489000,77,16
1581506789000,73,26
1581507089000,74,22
1581507389000,73,25
1581507689000,72,31
1581507989000,73,28
1581508289000,72,53
1581508589000,69,42
1581508889000,70,34
1581509189000,71,31
1581509489000,71,31
1581509789000,73,39
1581510089000,71,46
1581510389000,74,23
1581510689000,78,14
1581510989000,75,29
1581511289000,74,30
1581511589000,71,42
1581511889000,72,33
1581512189000,72,27
1581512489000,72,44
1581512789000,72,28
1581513089000,71,31
1581513389000,71,27
1581513689000,71,31
1581513989000,71,34
1581514289000,70,63
1581514589000,66,72
1581514889000,72,34
1581515189000,69,62
1581515489000,68,59
1581515789000,66,74
1581516089000,71,42
1581516389000,71,47
1581516689000,70,62
1581516989000,71,44
1581517289000,71,39
1581517589000,0,0
1581517889000,70,30
1581518189000,71,29
1581518489000,71,34
1581518789000,73,42
1581519089000,69,59
1581519389000,71,60
1581519689000,79,35
1581519989000,77,36
1581520289000,77,28
1581520589000,74,38
1581520889000,71,51
1581521189000,74,41
1581521489000,71,58
1581521789000,75,36
1581522089000,76,32
1581522389000,74,37
1581522689000,74,41
1581522989000,74,61
1581579312000,0,0
1581579612000,0,0
1581579912000,78,38
1581580212000,78,37
1581580512000,78,28
1581580812000,79,24
1581581112000,80,30
1581581412000,79,29
1581581712000,79,27
1581582012000,80,24
1581582312000,81,21
1581582612000,81,25
1581582912000,81,26
1581583212000,78,52
1581583512000,70,62
1581583812000,73,44
1581584112000,75,30
1581584412000,80,18
1581584712000,75,34
1581585012000,73,38
1581585312000,72,42
1581585612000,71,46
1581585912000,69,60
1581586212000,69,54
1581586512000,69,54
1581586812000,67,61
1581587112000,70,55
1581587412000,75,32
1581587712000,73,54
1581588012000,67,78
1581588312000,69,69
1581588612000,76,36
1581588912000,76,28
1581589212000,75,37
1581589512000,72,50
1581589812000,67,63
1581590112000,66,60
1581590412000,67,55
1581590712000,67,54
1581591012000,68,46
1581591312000,67,60
1581591612000,67,98
1581591912000,68,64
1581592212000,69,62
1581592512000,75,47
1581592812000,70,56
1581593112000,69,63
1581593412000,68,67
1581593712000,71,54
1581594012000,68,65
1581594312000,67,71
1581594612000,66,67
1581594912000,65,59
1581595212000,64,72
1581595512000,64,70
1581595812000,65,61
1581596112000,63,72
1581596412000,62,114
1581596712000,63,81
1581597012000,64,84
1581597312000,64,95
1581597612000,62,97
1581597912000,68,67
1581598212000,69,70
1581598512000,75,18
1581598812000,68,60
1581599112000,68,66
1581599412000,68,61
1581599712000,68,56
1581600012000,70,63
1581600312000,69,56
1581600612000,71,43
1581600912000,68,74
1581601212000,67,65
1581601512000,69,63
1581601812000,63,106
1581602112000,64,88
1581602412000,64,95
1581602712000,69,82
1581603012000,77,26
1581603312000,72,35
1581603612000,68,80
1581603912000,67,92
1581604212000,64,95
1581604512000,71,50
1581604812000,67,89
1581605112000,65,79
1581605412000,64,98
1581605712000,65,89
1581606012000,63,120
1581606312000,62,126
1581606612000,61,129
1581606912000,68,89
1581607212000,63,114
1581607512000,62,130
1581607812000,69,91
1581608112000,67,93
1581608412000,64,125
1581608712000,63,133
1581609012000,65,95
1581609312000,70,72
1581609612000,64,113
1581609912000,67,87
1581610212000,66,103
1581610512000,65,123
1581610812000,62,126
1581611112000,63,113
1581666811000,83,39
1581667111000,84,31
1581667411000,81,29
1581667711000,80,35
1581668011000,77,39
1581668311000,77,35
1581668611000,78,34
1581668911000,77,36
1581669211000,71,70
1581669511000,72,50
1581669811000,75,34
1581670111000,74,43
1581670411000,76,41
1581670711000,75,49
1581671011000,79,32
1581671311000,81,25
1581671611000,80,29
1581671911000,78,25
1581672211000,78,23
1581672511000,78,27
1581672811000,76,33
1581673111000,71,72
1581673411000,72,56
1581673711000,72,48
1581674011000,73,45
1581674311000,72,50
1581674611000,71,58
1581674911000,67,61
1581675211000,73,35
1581675511000,81,19
1581675811000,82,16
1581676111000,78,43
1581676411000,82,25
1581676711000,84,23
1581677011000,82,25
1581677311000,83,23
1581677611000,78,42
1581677911000,72,53
1581678211000,70,69
1581678511000,72,46
1581678811000,71,55
1581679111000,71,57
1581679411000,72,41
1581679711000,73,42
1581680011000,73,45
1581680311000,73,34
1581680611000,74,29
1581680911000,73,35
1581681211000,72,43
1581681511000,72,50
1581681811000,77,17
1581682111000,76,24
1581682411000,78,19
1581682711000,73,45
1581683011000,72,45
1581683311000,69,65
1581683611000,70,36
1581683911000,69,59
1581684211000,68,73
1581684511000,68,53
1581684811000,67,59
1581685111000,68,57
1581685411000,68,48
1581685711000,65,79
1581686011000,66,80
1581686311000,68,61
1581686611000,71,45
1581686911000,70,62
1581687211000,70,66
1581687511000,66,84
1581687811000,71,62
1581688111000,75,43
1581688411000,73,54
1581688711000,70,69
1581689011000,77,31
1581689311000,76,39
1581689611000,74,42
1581689911000,75,39
1581690211000,75,35
1581690511000,73,55
1581690811000,62,106
1581691111000,63,100
1581691411000,68,60
1581691711000,73,49
1581692011000,72,66
1581692311000,64,118
1581692611000,63,112
1581692911000,66,87
1581693211000,68,75
1581693511000,67,99
1581693811000,79,50
1581694111000,76,47
1581694411000,75,57
1581694711000,0,0
1581758339000,98,9
1581758639000,95,11
1581758939000,94,12
1581759239000,93,12
1581759539000,90,16
1581759839000,88,17
1581760139000,88,15
1581760439000,88,14
1581760739000,87,15
1581761039000,88,14
1581761339000,88,13
1581761639000,89,13
1581761939000,0,0
1581762239000,0,0
1581762539000,0,0
1581762839000,87,15
1581763139000,85,13
1581763439000,86,12
1581763739000,86,14
1581764039000,86,13
1581764339000,87,11
1581764639000,88,9
1581764939000,87,10
1581765239000,86,9
1581765539000,87,9
1581765839000,86,10
1581766139000,86,11
1581766439000,86,12
1581766739000,86,12
1581767039000,86,16
1581767339000,85,14
1581767639000,83,17
1581767939000,85,14
1581768239000,82,14
1581768539000,86,12
1581768839000,85,12
1581769139000,86,11
1581769439000,91,11
1581769739000,91,10
1581770039000,94,8
1581770339000,92,11
1581770639000,92,10
1581770939000,91,12
1581771239000,91,12
1581771539000,90,12
1581771839000,92,17
1581772139000,91,11
1581772439000,89,15
1581772739000,89,13
1581773039000,90,12
1581773339000,88,20
1581773639000,81,31
1581773939000,81,27
1581774239000,81,32
1581774539000,83,23
1581774839000,82,23
1581775139000,84,19
1581775439000,84,15
1581775739000,86,13
1581776039000,89,12
1581776339000,86,14
1581776639000,87,19
1581776939000,87,11
1581777239000,88,14
1581777539000,85,19
1581777839000,86,20
1581778139000,90,19
1581778439000,92,14
1581778739000,89,15
1581779039000,86,17
1581779339000,85,18
1581779639000,84,21
1581779939000,85,15
1581780239000,84,16
1581780539000,89,18
1581780839000,91,14
1581781139000,90,16
1581781439000,93,12
1581781739000,93,12
1581782039000,88,19
1581782339000,82,29
1581782639000,81,32
1581782939000,80,34
1581783239000,81,34
1581783539000,78,49
1581783839000,78,50
1581784139000,80,36
1581784439000,77,40
1581784739000,85,28
1581785039000,0,0
1581785339000,90,23
1581785639000,0,0
1581785939000,90,29
1581786239000,86,27
1581786539000,89,21
1581786839000,92,17
1581787139000,89,27
1581787439000,0,0
1581927242000,0,0
1581927542000,0,0
1581927842000,0,0
1581928142000,94,16
1581928442000,91,26
1581928742000,94,19
1581929042000,96,16
1581929342000,96,15
1581929642000,94,19
1581929942000,92,24
1581930242000,92,21
1581930542000,93,22
1581930842000,93,20
1581931142000,92,20
1581931442000,93,20
1581931742000,93,17
1581932042000,94,17
1581932342000,95,17
1581932642000,94,18
1581932942000,97,15
1581933242000,87,14
1581933542000,84,16
1581933842000,87,14
1581934142000,90,14
1581934442000,90,19
1581934742000,86,14
1581935042000,82,14
1581935342000,85,14
1581935642000,83,17
1581935942000,88,17
1581936242000,88,20
1581936542000,88,19
1581936842000,88,20
1581937142000,90,20
1581937442000,88,25
1581937742000,91,18
1581938042000,96,10
1581938342000,93,11
1581938642000,92,14
1581938942000,87,18
1581939242000,84,26
1581939542000,88,26
1581939842000,90,23
1581940142000,90,25
1581940442000,84,33
1581940742000,85,32
1581941042000,86,27
1581941342000,84,32
1581941642000,82,34
1581941942000,85,34
1581942242000,84,29
1581942542000,90,22
1581942842000,92,15
1581943142000,90,17
1581943442000,89,25
1581943742000,87,24
1581944042000,86,25
1581944342000,81,42
1581944642000,82,29
1581944942000,83,21
1581945242000,84,23
1581945542000,82,31
1581945842000,84,22
1581946142000,85,19
1581946442000,83,30
1581946742000,82,27
1581947042000,85,22
1581947342000,86,24
1581947642000,86,21
1581947942000,81,32
1581948242000,83,19
1581948542000,83,28
1581948842000,78,45
1581949142000,81,37
1581949442000,85,17
1581949742000,90,15
1581950042000,87,16
1581950342000,83,26
1581950642000,81,38
1581950942000,79,51
1581951242000,80,39
1581951542000,81,34
1581951842000,82,33
1581952142000,80,34
1581952442000,78,39
1581952742000,77,46
1581953042000,73,75
1581953342000,74,65
1581953642000,81,35
1581953942000,74,64
1581954242000,76,57
1581954542000,78,45
1581954842000,81,21
1581955142000,78,27
1581955442000,78,37
1581955742000,78,58
1581956042000,84,47
1582012413000,0,0
1582012713000,0,0
1582013013000,87,19
1582013313000,88,19
1582013613000,88,15
1582013913000,88,15
1582014213000,86,20
1582014513000,88,16
1582014813000,90,15
1582015113000,89,17
1582015413000,87,22
1582015713000,85,29
1582016013000,85,20
1582016313000,82,27
1582016613000,82,21
1582016913000,84,18
1582017213000,82,23
1582017513000,83,19
1582017813000,84,25
1582018113000,84,23
1582018413000,87,11
1582018713000,87,15
1582019013000,85,18
1582019313000,81,27
1582019613000,82,31
1582019913000,82,36
1582020213000,83,32
1582020513000,82,28
1582020813000,80,32
1582021113000,77,46
1582021413000,73,41
1582021713000,72,41
1582022013000,72,44
1582022313000,76,48
1582022613000,78,39
1582022913000,80,25
1582023213000,83,19
1582023513000,82,22
1582023813000,87,16
1582024113000,79,34
1582024413000,79,36
1582024713000,79,37
1582025013000,74,42
1582025313000,73,55
1582025613000,68,59
1582025913000,69,51
1582026213000,73,57
1582026513000,76,44
1582026813000,74,52
1582027113000,74,51
1582027413000,73,54
1582027713000,73,55
1582028013000,73,58
1582028313000,73,54
1582028613000,75,51
1582028913000,72,71
1582029213000,78,42
1582029513000,76,43
1582029813000,76,44
1582030113000,73,56
1582030413000,66,82
1582030713000,67,71
1582031013000,65,86
1582031313000,67,58
1582031613000,67,54
1582031913000,71,61
1582032213000,70,62
1582032513000,75,49
1582032813000,79,39
1582033113000,81,32
1582033413000,79,40
1582033713000,77,38
1582034013000,75,41
1582034313000,77,34
1582034613000,73,56
1582034913000,69,68
1582035213000,67,71
1582035513000,67,69
1582035813000,68,74
1582036113000,69,83
1582036413000,67,87
1582036713000,68,87
1582037013000,69,82
1582037313000,68,79
1582037613000,70,68
1582037913000,72,54
1582038213000,78,39
1582038513000,72,59
1582038813000,71,78
1582039113000,67,103
1582039413000,67,94
1582039713000,76,68
1582097461000,0,0
1582097761000,92,11
1582098061000,92,11
1582098361000,91,12
1582098661000,91,13
1582098961000,90,10
1582099261000,90,11
1582099561000,90,13
1582099861000,88,12
1582100161000,91,11
1582100461000,90,12
1582100761000,91,15
1582101061000,88,15
1582101361000,88,13
1582101661000,90,13
1582101961000,91,13
1582102261000,89,15
1582102561000,87,15
1582102861000,91,13
1582103161000,91,13
1582103461000,93,9
1582103761000,91,10
1582104061000,89,12
1582104361000,89,12
1582104661000,89,11
1582104961000,87,12
1582105261000,83,19
1582105561000,83,15
1582105861000,90,14
1582106161000,86,19
1582106461000,86,15
1582106761000,91,10
1582107061000,90,12
1582107361000,88,14
1582107661000,87,14
1582107961000,86,19
1582108261000,88,20
1582108561000,89,16
1582108861000,90,12
1582109161000,84,25
1582109461000,84,21
1582109761000,83,23
1582110061000,83,18
1582110361000,82,24
1582110661000,81,25
1582110961000,82,20
1582111261000,82,26
1582111561000,79,45
1582111861000,76,61
1582112161000,77,38
1582112461000,77,39
1582112761000,78,27
1582113061000,78,22
1582113361000,77,37
1582113661000,76,38
1582113961000,76,32
1582114261000,77,24
1582114561000,78,36
1582114861000,82,34
1582115161000,82,37
1582115461000,87,17
1582115761000,83,30
1582116061000,81,29
1582116361000,79,45
1582116661000,77,35
1582116961000,77,36
1582117261000,73,53
1582117561000,74,41
1582117861000,73,42
1582118161000,73,34
1582118461000,75,37
1582118761000,75,40
1582119061000,76,37
1582119361000,76,38
1582119661000,79,23
1582119961000,80,27
1582120261000,76,34
1582120561000,75,48
1582120861000,78,30
1582121161000,77,29
1582121461000,77,42
1582121761000,77,33
1582122061000,76,30
1582122361000,75,37
1582122661000,76,28
1582122961000,76,31
1582123261000,78,37
1582123561000,76,38
1582123861000,78,23
1582124161000,83,22
1582124461000,80,40
1582124761000,79,36
1582125061000,76,50
1582125361000,79,30
1582125661000,79,29
1582125961000,79,29
1582126261000,77,42
1582126561000,77,40
1582126861000,80,49
1582127161000,81,27
1582127461000,84,22
1582127761000,81,40
1582128061000,80,43
1582128361000,81,19
1582128661000,81,22
1582128961000,82,19
1582129261000,81,24
1582129561000,81,30
1582129861000,80,36
1582130161000,76,56
1582130461000,77,51
1582130761000,76,67
1582131061000,75,59
1582131361000,92,28
1582131661000,91,20
1582131961000,89,24
1582132261000,92,25
1582132561000,0,0
1582186020000,86,17
1582186320000,84,18
1582186620000,84,17
1582186920000,84,16
1582187220000,84,16
1582187520000,84,18
1582187820000,0,0
1582188120000,84,16
1582188420000,82,18
1582188720000,83,17
1582189020000,82,19
1582189320000,81,18
1582189620000,81,23
1582189920000,80,22
1582190220000,81,18
1582190520000,81,21
1582190820000,80,30
1582191120000,80,28
1582191420000,84,14
1582191720000,82,19
1582192020000,83,14
1582192320000,84,17
1582192620000,81,15
1582192920000,79,30
1582193220000,78,27
1582193520000,0,0
1582193820000,80,27
1582194120000,77,29
1582194420000,78,24
1582194720000,76,29
1582195020000,77,20
1582195320000,77,25
1582195620000,75,36
1582195920000,75,35
1582196220000,76,37
1582196520000,81,15
1582196820000,83,13
1582197120000,80,21
1582197420000,81,19
1582197720000,79,20
1582198020000,79,18
1582198320000,77,30
1582198620000,75,29
1582198920000,76,22
1582199220000,75,32
1582199520000,75,29
1582199820000,74,32
1582200120000,74,40
1582200420000,74,28
1582200720000,74,36
1582201020000,73,44
1582201320000,75,27
1582201620000,75,34
1582201920000,75,33
1582202220000,77,31
1582202520000,77,31
1582202820000,77,27
1582203120000,77,21
1582203420000,76,29
1582203720000,77,32
1582204020000,77,29
1582204320000,75,30
1582204620000,81,17
1582204920000,82,17
1582205220000,80,21
1582205520000,78,21
1582205820000,79,21
1582206120000,77,26
1582206420000,78,23
1582206720000,76,30
1582207020000,76,36
1582207320000,76,33
1582207620000,77,28
1582207920000,76,25
1582208220000,76,27
1582208520000,77,28
1582208820000,73,53
1582209120000,74,39
1582209420000,76,36
1582209720000,77,26
1582210020000,75,40
1582210320000,75,37
1582210620000,75,41
1582210920000,76,37
1582211220000,75,41
1582211520000,76,38
1582211820000,75,36
1582212120000,72,59
1582212420000,74,50
1582212720000,71,56
1582213020000,71,52
1582213320000,71,48
1582213620000,72,49
1582213920000,76,33
1582214220000,78,26
1582214520000,75,41
1582214820000,73,43
1582215120000,76,21
1582215420000,77,27
1582215720000,75,35
1582273622000,0,0
1582273922000,67,73
1582274222000,66,67
1582274522000,67,55
1582274822000,68,44
1582275122000,70,43
1582275422000,72,35
1582275722000,73,34
1582276022000,73,32
1582276322000,73,28
1582276622000,74,30
1582276922000,75,37
1582277222000,74,35
1582277522000,76,30
1582277822000,76,30
1582278122000,77,18
1582278422000,76,30
1582278722000,75,23
1582279022000,74,28
1582279322000,75,31
1582279622000,72,46
1582279922000,73,32
1582280222000,74,28
1582280522000,75,28
1582280822000,72,41
1582281122000,75,33
1582281422000,80,18
1582281722000,76,24
1582282022000,81,17
1582282322000,77,25
1582282622000,80,17
1582282922000,78,26
1582283222000,76,31
1582283522000,74,46
1582283822000,74,40
1582284122000,74,55
1582284422000,73,40
1582284722000,73,34
1582285022000,76,44
1582285322000,80,34
1582285622000,77,32
1582285922000,77,25
1582286222000,77,27
1582286522000,78,22
1582286822000,0,0
1582287122000,0,0
1582287422000,79,23
1582287722000,87,13
1582288022000,87,15
1582288322000,92,13
1582288622000,84,19
1582288922000,82,31
1582289222000,77,37
1582289522000,77,36
1582289822000,76,27
1582290122000,75,31
1582290422000,74,34
1582290722000,74,35
1582291022000,73,37
1582291322000,73,40
1582291622000,71,48
1582291922000,71,78
1582292222000,72,59
1582292522000,74,45
1582292822000,74,41
1582293122000,75,57
1582293422000,79,27
1582293722000,78,33
1582294022000,74,42
1582294322000,75,42
1582294622000,75,46
1582294922000,73,54
1582295222000,71,55
1582295522000,70,55
1582295822000,71,46
1582296122000,72,40
1582296422000,71,45
1582296722000,70,66
1582297022000,71,50
1582297322000,71,63
1582297622000,71,61
1582297922000,75,38
1582298222000,76,30
1582298522000,76,30
1582298822000,78,28
1582299122000,70,58
1582299422000,70,56
1582299722000,73,59
1582300022000,72,58
1582300322000,72,57
1582300622000,69,72
1582300922000,69,67
1582301222000,71,71
1582301522000,73,61
1582301822000,70,80
1582302122000,76,33
1582302422000,72,50
1582302722000,72,54
1582303022000,71,60
1582303322000,71,61
1582303622000,72,62
1582303922000,79,27
1582304222000,75,50
1582304522000,75,45
1582304822000,76,42
1582305122000,78,32
1582305422000,78,37
1582305722000,78,31
1582306022000,80,46
1582306322000,78,46
1582306622000,0,0
1582532244000,0,0
1582532544000,0,0
1582532844000,0,0
1582533144000,85,21
1582533444000,85,22
1582533744000,82,22
1582534044000,79,26
1582534344000,80,38
1582534644000,81,23
1582534944000,81,22
1582535244000,81,22
1582535544000,80,35
1582535844000,74,37
1582536144000,74,36
1582536444000,74,28
1582536744000,74,28
1582537044000,75,44
1582537344000,73,44
1582537644000,73,43
1582537944000,77,31
1582538244000,78,34
1582538544000,81,18
1582538844000,78,29
1582539144000,80,21
1582539444000,81,24
1582539744000,78,29
1582540044000,78,25
1582540344000,76,25
1582540644000,75,27
1582540944000,72,38
1582541244000,71,43
1582541544000,71,40
1582541844000,70,42
1582542144000,70,55
1582542444000,70,62
1582542744000,66,56
1582543044000,68,50
1582543344000,68,54
1582543644000,68,53
1582543944000,71,48
1582544244000,71,47
1582544544000,74,40
1582544844000,73,40
1582545144000,70,63
1582545444000,66,68
1582545744000,65,66
1582546044000,66,57
1582546344000,66,57
1582546644000,68,56
1582546944000,68,53
1582547244000,69,47
1582547544000,68,48
1582547844000,70,55
1582548144000,72,41
1582548444000,79,11
1582548744000,77,25
1582549044000,71,38
1582549344000,68,42
1582549644000,74,29
1582549944000,78,20
1582550244000,75,20
1582550544000,70,39
1582550844000,73,32
1582551144000,73,34
1582551444000,72,39
1582551744000,72,42
1582552044000,71,44
1582552344000,69,50
1582552644000,70,45
1582552944000,68,49
1582553244000,70,55
1582553544000,66,63
1582553844000,66,67
1582554144000,67,65
1582554444000,67,53
1582554744000,67,50
1582555044000,65,81
1582555344000,67,59
1582555644000,69,50
1582555944000,67,67
1582556244000,65,77
1582556544000,70,65
1582556844000,72,54
1582557144000,72,52
1582557444000,71,54
1582557744000,73,44
1582558044000,74,36
1582558344000,73,49
1582558644000,71,54
1582558944000,70,80
1582559244000,67,75
1582559544000,69,60
1582559844000,71,62
1582560144000,82,16
1582560444000,80,18
1582560744000,77,32
1582561044000,77,20
1582561344000,76,25
1582616338000,74,45
1582616638000,72,44
1582616938000,71,38
1582617238000,71,37
1582617538000,71,39
1582617838000,70,42
1582618138000,71,54
1582618438000,72,45
1582618738000,71,51
1582619038000,67,64
1582619338000,68,47
1582619638000,67,59
1582619938000,66,62
1582620238000,66,64
1582620538000,67,63
1582620838000,70,53
1582621138000,75,25
1582621438000,73,53
1582621738000,68,79
1582622038000,73,41
1582622338000,72,41
1582622638000,71,37
1582622938000,70,42
1582623238000,72,51
1582623538000,0,0
1582623838000,72,58
1582624138000,65,74
1582624438000,66,57
1582624738000,66,57
1582625038000,65,62
1582625338000,65,74
1582625638000,64,73
1582625938000,64,80
1582626238000,65,69
1582626538000,61,97
1582626838000,64,67
1582627138000,67,69
1582627438000,67,85
1582627738000,64,82
1582628038000,67,75
1582628338000,73,40
1582628638000,67,61
1582628938000,65,64
1582629238000,67,56
1582629538000,67,51
1582629838000,67,60
1582630138000,0,0
1582630438000,71,44
1582630738000,71,48
1582631038000,71,43
1582631338000,0,0
1582631638000,0,0
1582631938000,0,0
1582632238000,0,0
1582632538000,0,0
1582632838000,0,0
1582633138000,0,0
1582633438000,0,0
1582633738000,69,67
1582634038000,76,19
1582634338000,71,47
1582634638000,70,58
1582634938000,67,69
1582635238000,69,57
1582635538000,72,43
1582635838000,71,54
1582636138000,70,52
1582636438000,70,49
1582636738000,68,73
1582637038000,65,66
1582637338000,67,56
1582637638000,67,62
1582637938000,68,60
1582638238000,68,64
1582638538000,67,49
1582638838000,68,52
1582639138000,0,0
1582639438000,67,71
1582639738000,69,56
1582640038000,69,55
1582640338000,68,68
1582640638000,68,60
1582640938000,70,47
1582641238000,74,42
1582641538000,70,54
1582641838000,70,62
1582642138000,72,41
1582642438000,72,36
1582642738000,62,120
1582643038000,61,101
1582643338000,62,95
1582643638000,64,79
1582643938000,64,85
1582644238000,67,64
1582644538000,70,78
1582644838000,64,84
1582645138000,66,90
1582645438000,63,97
1582645738000,63,112
1582646038000,68,89
1582646338000,79,36
1582646638000,73,36
1582646938000,72,41
1582647238000,72,52
1582647538000,71,56
1582647838000,72,58
1582648138000,72,68
1582648438000,0,0
1582704481000,81,30
1582704781000,80,28
1582705081000,84,30
1582705381000,83,34
1582705681000,83,38
1582705981000,81,33
1582706281000,81,30
1582706581000,80,32
1582706881000,79,29
1582707181000,71,57
1582707481000,71,53
1582707781000,72,40
1582708081000,72,41
1582708381000,72,44
1582708681000,74,41
1582708981000,73,44
1582709281000,76,40
1582709581000,78,28
1582709881000,74,51
1582710181000,74,38
1582710481000,73,36
1582710781000,73,52
1582711081000,65,60
1582711381000,65,64
1582711681000,69,65
1582711981000,71,49
1582712281000,73,46
1582712581000,63,100
1582712881000,61,90
1582713181000,62,93
1582713481000,63,65
1582713781000,61,86
1582714081000,62,78
1582714381000,62,79
1582714681000,61,89
1582714981000,72,48
1582715281000,73,36
1582715581000,71,42
1582715881000,67,89
1582716181000,70,81
1582716481000,74,51
1582716781000,70,76
1582717081000,70,56
1582717381000,69,55
1582717681000,73,68
1582717981000,63,97
1582718281000,64,85
1582718581000,63,85
1582718881000,60,96
1582719181000,65,81
1582719481000,63,76
1582719781000,66,80
1582720081000,64,94
1582720381000,63,81
1582720681000,64,69
1582720981000,64,69
1582721281000,64,85
1582721581000,61,98
1582721881000,67,72
1582722181000,72,38
1582722481000,69,76
1582722781000,71,59
1582723081000,68,71
1582723381000,70,56
1582723681000,67,83
1582723981000,68,62
1582724281000,69,58
1582724581000,70,54
1582724881000,65,101
1582725181000,64,80
1582725481000,66,60
1582725781000,64,75
1582726081000,64,78
1582726381000,66,74
1582726681000,63,97
1582726981000,65,63
1582727281000,64,100
1582727581000,73,32
1582727881000,66,71
1582728181000,67,74
1582728481000,71,54
1582728781000,68,62
1582729081000,70,58
1582729381000,69,78
1582729681000,68,77
1582729981000,64,112
1582730281000,64,84
1582730581000,63,92
1582730881000,66,87
1582731181000,72,59
1582731481000,71,41
1582731781000,0,0
1582732081000,74,51
1582732381000,75,53
1582732681000,71,77
1582732981000,0,0
1582733281000,76,57
1582733581000,0,0
1582788182000,78,47
1582788482000,84,30
1582788782000,82,30
1582789082000,81,31
1582789382000,80,32
1582789682000,79,29
1582789982000,79,28
1582790282000,80,23
1582790582000,71,51
1582790882000,71,40
1582791182000,70,47
1582791482000,72,53
1582791782000,74,44
1582792082000,73,46
1582792382000,77,28
1582792682000,74,64
1582792982000,71,49
1582793282000,69,61
1582793582000,67,73
1582793882000,66,83
1582794182000,66,79
1582794482000,66,76
1582794782000,67,61
1582795082000,68,54
1582795382000,68,55
1582795682000,69,62
1582795982000,0,0
1582796282000,72,53
1582796582000,74,43
1582796882000,72,58
1582797182000,72,42
1582797482000,73,55
1582797782000,72,54
1582798082000,78,31
1582798382000,73,49
1582798682000,74,40
1582798982000,69,70
1582799282000,68,60
1582799582000,67,57
1582799882000,66,69
1582800182000,66,73
1582800482000,66,69
1582800782000,66,75
1582801082000,68,68
1582801382000,67,72
1582801682000,66,62
